hello worldsink_buff:100 
 cnt:0  val: -1384 
 cnt:1928  val: -5996 
 cnt:1929  val: -6004 
 cnt:1930  val: -5996 
 cnt:1931  val: -6004 
 cnt:1932  val: -5996 
 cnt:1933  val: -6076 
 cnt:1934  val: -6592 
 cnt:1935  val: -6136 
 cnt:1936  val: -6152 
 cnt:1937  val: -6664 
 cnt:1938  val: -6668 
 cnt:1939  val: -6748 
 cnt:1940  val: -6988 
 cnt:1941  val: -7068 
 cnt:1942  val: -7340 
 cnt:1943  val: -7348 
 cnt:1944  val: -7484 
 cnt:1945  val: -7988 
 cnt:1946  val: -7580 
 cnt:1947  val: -7620 
 cnt:1948  val: -8000 
 cnt:1949  val: -8000 
 cnt:1950  val: -8000 
 cnt:1951  val: -8000 
 cnt:1952  val: -8000 
 cnt:1953  val: -8000 
 cnt:1954  val: -7980 
 cnt:1955  val: -7460 
 cnt:1956  val: -7740 
 cnt:1957  val: -7460 
 cnt:1958  val: -7320 
 cnt:1959  val: -7008 
 cnt:1960  val: -7008 
 cnt:1961  val: -7008 
 cnt:1962  val: -6852 
 cnt:1963  val: -6676 
 cnt:1964  val: -6256 
 cnt:1965  val: -6544 
 cnt:1966  val: -6236 
 cnt:1967  val: -6004 
 cnt:1968  val: -5996 
 cnt:1969  val: -6004 
 cnt:1970  val: -5996 
 cnt:1971  val: -6004 
 cnt:1972  val: -5996 
 cnt:1973  val: -6076 
 cnt:1974  val: -6592 
 cnt:1975  val: -6136 
 cnt:1976  val: -6152 
 cnt:1977  val: -6664 
 cnt:1978  val: -6668 
 cnt:1979  val: -6748 
 cnt:1980  val: -6988 
 cnt:1981  val: -7068 
 cnt:1982  val: -7340 
 cnt:1983  val: -7348 
 cnt:1984  val: -7484 
 cnt:1985  val: -7988 
 cnt:1986  val: -7580 
 cnt:1987  val: -7620 
 cnt:1988  val: -8000 
 cnt:1989  val: -8000 
 cnt:1990  val: -8000 
 cnt:1991  val: -8000 
 cnt:1992  val: -8000 
 cnt:1993  val: -8000 
 cnt:1994  val: -7980 
 cnt:1995  val: -7460 
 cnt:1996  val: -7740 
 cnt:1997  val: -7460 
 cnt:1998  val: -7320 
 cnt:1999  val: -7008 
 cnt:2000  val: -7008 
 cnt:2001  val: -7008 
 cnt:2002  val: -6852 
 cnt:2003  val: -6676 
 cnt:2004  val: -6256 
 cnt:2005  val: -6544 
 cnt:2006  val: -6236 
 cnt:2007  val: -6004 
 cnt:2008  val: -5996 
 cnt:2009  val: -6004 
 cnt:2010  val: -5996 
 cnt:2011  val: -6004 
 cnt:2012  val: -5996 
 cnt:2013  val: -6076 
 cnt:2014  val: -6592 
 cnt:2015  val: -6136 
 cnt:2016  val: -6152 
 cnt:2017  val: -6664 
 cnt:2018  val: -6668 
 cnt:2019  val: -6748 
 cnt:2020  val: -6988 
 cnt:2021  val: -7068 
 cnt:2022  val: -7340 
 cnt:2023  val: -7348 
 cnt:2024  val: -7484 
 cnt:2025  val: -7988 
 cnt:2026  val: -7580 
 cnt:2027  val: -7620 
 cnt:2028  val: -8000 
 cnt:2029  val: -8000 
 cnt:2030  val: -8000 
 cnt:2031  val: -8000 
 cnt:2032  val: -8000 
 cnt:2033  val: -8000 
 cnt:2034  val: -7980 
 cnt:2035  val: -7460 
 cnt:2036  val: -7740 
 cnt:2037  val: -7460 
 cnt:2038  val: -7320 
 cnt:2039  val: -7008 
 cnt:2040  val: -7008 
 cnt:2041  val: -7008 
 cnt:2042  val: -6852 
 cnt:2043  val: -6676 
 cnt:2044  val: -6256 
 cnt:2045  val: -6544 
 cnt:2046  val: -6236 
 cnt:2047  val: -6004 
 cnt:2048  val: -5996 
 cnt:2049  val: -6004 
 cnt:2050  val: -5996 
 cnt:2051  val: -6004 
 cnt:2052  val: -5996 
 cnt:2053  val: -6076 
 cnt:2054  val: -6592 
 cnt:2055  val: -6136 
 cnt:2056  val: -6152 
 cnt:2057  val: -6664 
 cnt:2058  val: -6668 
 cnt:2059  val: -6748 
 cnt:2060  val: -6988 
 cnt:2061  val: -7068 
 cnt:2062  val: -7340 
 cnt:2063  val: -7348 
 cnt:2064  val: -7484 
 cnt:2065  val: -7988 
 cnt:2066  val: -7580 
 cnt:2067  val: -7620 
 cnt:2068  val: -8000 
 cnt:2069  val: -8000 
 cnt:2070  val: -8000 
 cnt:2071  val: -8000 
 cnt:2072  val: -8000 
 cnt:2073  val: -8000 
 cnt:2074  val: -7980 
 cnt:2075  val: -7460 
 cnt:2076  val: -7740 
 cnt:2077  val: -7460 
 cnt:2078  val: -7320 
 cnt:2079  val: -7008 
 cnt:2080  val: -7008 
 cnt:2081  val: -7008 
 cnt:2082  val: -6852 
 cnt:2083  val: -6676 
 cnt:2084  val: -6256 
 cnt:2085  val: -6544 
 cnt:2086  val: -6236 
 cnt:2087  val: -6004 
 cnt:2088  val: -5996 
 cnt:2089  val: -6004 
 cnt:2090  val: -5996 
 cnt:2091  val: -6004 
 cnt:2092  val: -5996 
 cnt:2093  val: -6076 
 cnt:2094  val: -6592 
 cnt:2095  val: -6136 
 cnt:2096  val: -6152 
 cnt:2097  val: -6664 
 cnt:2098  val: -6668 
 cnt:2099  val: -6748 
 cnt:2100  val: -6988 
 cnt:2101  val: -7068 
 cnt:2102  val: -7340 
 cnt:2103  val: -7348 
 cnt:2104  val: -7484 
 cnt:2105  val: -7988 
 cnt:2106  val: -7580 
 cnt:2107  val: -7620 
 cnt:2108  val: -8000 
 cnt:2109  val: -8000 
 cnt:2110  val: -8000 
 cnt:2111  val: -8000 
 cnt:2112  val: -8000 
 cnt:2113  val: -8000 
 cnt:2114  val: -7980 
 cnt:2115  val: -7460 
 cnt:2116  val: -7740 
 cnt:2117  val: -7460 
 cnt:2118  val: -7320 
 cnt:2119  val: -7008 
 cnt:2120  val: -7008 
 cnt:2121  val: -7008 
 cnt:2122  val: -6852 
 cnt:2123  val: -6676 
 cnt:2124  val: -6256 
 cnt:2125  val: -6544 
 cnt:2126  val: -6236 
 cnt:2127  val: -6004 
 cnt:2128  val: -5996 
 cnt:2129  val: -6004 
 cnt:2130  val: -5996 
 cnt:2131  val: -6004 
 cnt:2132  val: -5996 
 cnt:2133  val: -6076 
 cnt:2134  val: -6592 
 cnt:2135  val: -6136 
 cnt:2136  val: -6152 
 cnt:2137  val: -6664 
 cnt:2138  val: -6668 
 cnt:2139  val: -6748 
 cnt:2140  val: -6988 
 cnt:2141  val: -7068 
 cnt:2142  val: -7340 
 cnt:2143  val: -7348 
 cnt:2144  val: -7484 
 cnt:2145  val: -7988 
 cnt:2146  val: -7580 
 cnt:2147  val: -7620 
 cnt:2148  val: -8000 
 cnt:2149  val: -8000 
 cnt:2150  val: -8000 
 cnt:2151  val: -8000 
 cnt:2152  val: -8000 
 cnt:2153  val: -8000 
 cnt:2154  val: -7980 
 cnt:2155  val: -7460 
 cnt:2156  val: -7740 
 cnt:2157  val: -7460 
 cnt:2158  val: -7320 
 cnt:2159  val: -7008 
 cnt:2160  val: -7008 
 cnt:2161  val: -7008 
 cnt:2162  val: -6852 
 cnt:2163  val: -6676 
 cnt:2164  val: -6256 
 cnt:2165  val: -6544 
 cnt:2166  val: -6236 
 cnt:2167  val: -6004 
 cnt:2168  val: -5996 
 cnt:2169  val: -6004 
 cnt:2170  val: -5996 
 cnt:2171  val: -6004 
 cnt:2172  val: -5996 
 cnt:2173  val: -6076 
 cnt:2174  val: -6592 
 cnt:2175  val: -6136 
 cnt:2176  val: -6152 
 cnt:2177  val: -6664 
 cnt:2178  val: -6668 
 cnt:2179  val: -6748 
 cnt:2180  val: -6988 
 cnt:2181  val: -7068 
 cnt:2182  val: -7340 
 cnt:2183  val: -7348 
 cnt:2184  val: -7484 
 cnt:2185  val: -7988 
 cnt:2186  val: -7580 
 cnt:2187  val: -7620 
 cnt:2188  val: -8000 
 cnt:2189  val: -8000 
 cnt:2190  val: -8000 
 cnt:2191  val: -8000 
 cnt:2192  val: -8000 
 cnt:2193  val: -8000 
 cnt:2194  val: -7980 
 cnt:2195  val: -7460 
 cnt:2196  val: -7740 
 cnt:2197  val: -7460 
 cnt:2198  val: -7320 
 cnt:2199  val: -7008 
 cnt:2200  val: -7008 
 cnt:2201  val: -7008 
 cnt:2202  val: -6852 
 cnt:2203  val: -6676 
 cnt:2204  val: -6256 
 cnt:2205  val: -6544 
 cnt:2206  val: -6236 
 cnt:2207  val: -6004 
 cnt:2208  val: -5996 
 cnt:2209  val: -6004 
 cnt:2210  val: -5996 
 cnt:2211  val: -6004 
 cnt:2212  val: -5996 
 cnt:2213  val: -6076 
 cnt:2214  val: -6592 
 cnt:2215  val: -6136 
 cnt:2216  val: -6152 
 cnt:2217  val: -6664 
 cnt:2218  val: -6668 
 cnt:2219  val: -6748 
 cnt:2220  val: -6988 
 cnt:2221  val: -7068 
 cnt:2222  val: -7340 
 cnt:2223  val: -7348 
 cnt:2224  val: -7484 
 cnt:2225  val: -7988 
 cnt:2226  val: -7580 
 cnt:2227  val: -7620 
 cnt:2228  val: -8000 
 cnt:2229  val: -8000 
 cnt:2230  val: -8000 
 cnt:2231  val: -8000 
 cnt:2232  val: -8000 
 cnt:2233  val: -8000 
 cnt:2234  val: -7980 
 cnt:2235  val: -7460 
 cnt:2236  val: -7740 
 cnt:2237  val: -7460 
 cnt:2238  val: -7320 
 cnt:2239  val: -7008 
 cnt:2240  val: -7008 
 cnt:2241  val: -7008 
 cnt:2242  val: -6852 
 cnt:2243  val: -6676 
 cnt:2244  val: -6256 
 cnt:2245  val: -6544 
 cnt:2246  val: -6236 
 cnt:2247  val: -6004 
 cnt:2248  val: -5996 
 cnt:2249  val: -6004 
 cnt:2250  val: -5996 
 cnt:2251  val: -6004 
 cnt:2252  val: -5996 
 cnt:2253  val: -6076 
 cnt:2254  val: -6592 
 cnt:2255  val: -6136 
 cnt:2256  val: -6152 
 cnt:2257  val: -6664 
 cnt:2258  val: -6668 
 cnt:2259  val: -6748 
 cnt:2260  val: -6988 
 cnt:2261  val: -7068 
 cnt:2262  val: -7340 
 cnt:2263  val: -7348 
 cnt:2264  val: -7484 
 cnt:2265  val: -7988 
 cnt:2266  val: -7580 
 cnt:2267  val: -7620 
 cnt:2268  val: -8000 
 cnt:2269  val: -8000 
 cnt:2270  val: -8000 
 cnt:2271  val: -8000 
 cnt:2272  val: -8000 
 cnt:2273  val: -8000 
 cnt:2274  val: -7980 
 cnt:2275  val: -7460 
 cnt:2276  val: -7740 
 cnt:2277  val: -7460 
 cnt:2278  val: -7320 
 cnt:2279  val: -7008 
 cnt:2280  val: -7008 
 cnt:2281  val: -7008 
 cnt:2282  val: -6852 
 cnt:2283  val: -6676 
 cnt:2284  val: -6256 
 cnt:2285  val: -6544 
 cnt:2286  val: -6236 
 cnt:2287  val: -6004 
 cnt:2288  val: -5996 
 cnt:2289  val: -6004 
 cnt:2290  val: -5996 
 cnt:2291  val: -6004 
 cnt:2292  val: -5996 
 cnt:2293  val: -6076 
 cnt:2294  val: -6592 
 cnt:2295  val: -6136 
 cnt:2296  val: -6152 
 cnt:2297  val: -6664 
 cnt:2298  val: -6668 
 cnt:2299  val: -6748 
 cnt:2300  val: -6988 
 cnt:2301  val: -7068 
 cnt:2302  val: -7340 
 cnt:2303  val: -7348 
 cnt:2304  val: -7484 
 cnt:2305  val: -7988 
 cnt:2306  val: -7580 
 cnt:2307  val: -7620 
 cnt:2308  val: -8000 
 cnt:2309  val: -8000 
 cnt:2310  val: -8000 
 cnt:2311  val: -8000 
 cnt:2312  val: -8000 
 cnt:2313  val: -8000 
 cnt:2314  val: -7980 
 cnt:2315  val: -7460 
 cnt:2316  val: -7740 
 cnt:2317  val: -7460 
 cnt:2318  val: -7320 
 cnt:2319  val: -7008 
 cnt:2320  val: -7008 
 cnt:2321  val: -7008 
 cnt:2322  val: -6852 
 cnt:2323  val: -6676 
 cnt:2324  val: -6256 
 cnt:2325  val: -6544 
 cnt:2326  val: -6236 
 cnt:2327  val: -6004 
 cnt:2328  val: -5996 
 cnt:2329  val: -6004 
 cnt:2330  val: -5996 
 cnt:2331  val: -6004 
 cnt:2332  val: -5996 
 cnt:2333  val: -6076 
 cnt:2334  val: -6592 
 cnt:2335  val: -6136 
 cnt:2336  val: -6152 
 cnt:2337  val: -6664 
 cnt:2338  val: -6668 
 cnt:2339  val: -6748 
 cnt:2340  val: -6988 
 cnt:2341  val: -7068 
 cnt:2342  val: -7340 
 cnt:2343  val: -7348 
 cnt:2344  val: -7484 
 cnt:2345  val: -7988 
 cnt:2346  val: -7580 
 cnt:2347  val: -7620 
 cnt:2348  val: -8000 
 cnt:2349  val: -8000 
 cnt:2350  val: -8000 
 cnt:2351  val: -8000 
 cnt:2352  val: -8000 
 cnt:2353  val: -8000 
 cnt:2354  val: -7980 
 cnt:2355  val: -7460 
 cnt:2356  val: -7740 
 cnt:2357  val: -7460 
 cnt:2358  val: -7320 
 cnt:2359  val: -7008 
 cnt:2360  val: -7008 
 cnt:2361  val: -7008 
 cnt:2362  val: -6852 
 cnt:2363  val: -6676 
 cnt:2364  val: -6256 
 cnt:2365  val: -6544 
 cnt:2366  val: -6236 
 cnt:2367  val: -6004 
 cnt:2368  val: -5996 
 cnt:2369  val: -6004 
 cnt:2370  val: -5996 
 cnt:2371  val: -6004 
 cnt:2372  val: -5996 
 cnt:2373  val: -6076 
 cnt:2374  val: -6592 
 cnt:2375  val: -6136 
 cnt:2376  val: -6152 
 cnt:2377  val: -6664 
 cnt:2378  val: -6668 
 cnt:2379  val: -6748 
 cnt:2380  val: -6988 
 cnt:2381  val: -7068 
 cnt:2382  val: -7340 
 cnt:2383  val: -7348 
 cnt:2384  val: -7484 
 cnt:2385  val: -7988 
 cnt:2386  val: -7580 
 cnt:2387  val: -7620 
 cnt:2388  val: -8000 
 cnt:2389  val: -8000 
 cnt:2390  val: -8000 
 cnt:2391  val: -8000 
 cnt:2392  val: -8000 
 cnt:2393  val: -8000 
 cnt:2394  val: -7980 
 cnt:2395  val: -7460 
 cnt:2396  val: -7740 
 cnt:2397  val: -7460 
 cnt:2398  val: -7320 
 cnt:2399  val: -7008 
 cnt:2400  val: -7008 
 cnt:2401  val: -7008 
 cnt:2402  val: -6852 
 cnt:2403  val: -6676 
 cnt:2404  val: -6256 
 cnt:2405  val: -6544 
 cnt:2406  val: -6236 
 cnt:2407  val: -6004 
 cnt:2408  val: -5996 
 cnt:2409  val: -6004 
 cnt:2410  val: -5996 
 cnt:2411  val: -6004 
 cnt:2412  val: -5996 
 cnt:2413  val: -6076 
 cnt:2414  val: -6592 
 cnt:2415  val: -6136 
 cnt:2416  val: -6152 
 cnt:2417  val: -6664 
 cnt:2418  val: -6668 
 cnt:2419  val: -6748 
 cnt:2420  val: -6988 
 cnt:2421  val: -7068 
 cnt:2422  val: -7340 
 cnt:2423  val: -7348 
 cnt:2424  val: -7484 
 cnt:2425  val: -7988 
 cnt:2426  val: -7580 
 cnt:2427  val: -7620 
 cnt:2428  val: -8000 
 cnt:2429  val: -8000 
 cnt:2430  val: -8000 
 cnt:2431  val: -8000 
 cnt:2432  val: -8000 
 cnt:2433  val: -8000 
 cnt:2434  val: -7980 
 cnt:2435  val: -7460 
 cnt:2436  val: -7740 
 cnt:2437  val: -7460 
 cnt:2438  val: -7320 
 cnt:2439  val: -7008 
 cnt:2440  val: -7008 
 cnt:2441  val: -7008 
 cnt:2442  val: -6852 
 cnt:2443  val: -6676 
 cnt:2444  val: -6256 
 cnt:2445  val: -6544 
 cnt:2446  val: -6236 
 cnt:2447  val: -6004 
 cnt:2448  val: -5996 
 cnt:2449  val: -6004 
 cnt:2450  val: -5996 
 cnt:2451  val: -6004 
 cnt:2452  val: -5996 
 cnt:2453  val: -6076 
 cnt:2454  val: -6592 
 cnt:2455  val: -6136 
 cnt:2456  val: -6152 
 cnt:2457  val: -6664 
 cnt:2458  val: -6668 
 cnt:2459  val: -6748 
 cnt:2460  val: -6988 
 cnt:2461  val: -7068 
 cnt:2462  val: -7340 
 cnt:2463  val: -7348 
 cnt:2464  val: -7484 
 cnt:2465  val: -7988 
 cnt:2466  val: -7580 
 cnt:2467  val: -7620 
 cnt:2468  val: -8000 
 cnt:2469  val: -8000 
 cnt:2470  val: -8000 
 cnt:2471  val: -8000 
 cnt:2472  val: -8000 
 cnt:2473  val: -8000 
 cnt:2474  val: -7980 
 cnt:2475  val: -7460 
 cnt:2476  val: -7740 
 cnt:2477  val: -7460 
 cnt:2478  val: -7320 
 cnt:2479  val: -7008 
 cnt:2480  val: -7008 
 cnt:2481  val: -7008 
 cnt:2482  val: -6852 
 cnt:2483  val: -6676 
 cnt:2484  val: -6256 
 cnt:2485  val: -6544 
 cnt:2486  val: -6236 
 cnt:2487  val: -6004 
 cnt:2488  val: -5996 
 cnt:2489  val: -6004 
 cnt:2490  val: -5996 
 cnt:2491  val: -6004 
 cnt:2492  val: -5996 
 cnt:2493  val: -6076 
 cnt:2494  val: -6592 
 cnt:2495  val: -6136 
 cnt:2496  val: -6152 
 cnt:2497  val: -6664 
 cnt:2498  val: -6668 
 cnt:2499  val: -6748 
 cnt:2500  val: -6988 
 cnt:2501  val: -7068 
 cnt:2502  val: -7340 
 cnt:2503  val: -7348 
 cnt:2504  val: -7484 
 cnt:2505  val: -7988 
 cnt:2506  val: -7580 
 cnt:2507  val: -7620 
 cnt:2508  val: -8000 
 cnt:2509  val: -8000 
 cnt:2510  val: -8000 
 cnt:2511  val: -8000 
 cnt:2512  val: -8000 
 cnt:2513  val: -8000 
 cnt:2514  val: -7980 
 cnt:2515  val: -7460 
 cnt:2516  val: -7740 
 cnt:2517  val: -7460 
 cnt:2518  val: -7320 
 cnt:2519  val: -7008 
 cnt:2520  val: -7008 
 cnt:2521  val: -7008 
 cnt:2522  val: -6852 
 cnt:2523  val: -6676 
 cnt:2524  val: -6256 
 cnt:2525  val: -6544 
 cnt:2526  val: -6236 
 cnt:2527  val: -6004 
 cnt:2528  val: -5996 
 cnt:2529  val: -6004 
 cnt:2530  val: -5996 
 cnt:2531  val: -6004 
 cnt:2532  val: -5996 
 cnt:2533  val: -6076 
 cnt:2534  val: -6592 
 cnt:2535  val: -6136 
 cnt:2536  val: -6152 
 cnt:2537  val: -6664 
 cnt:2538  val: -6668 
 cnt:2539  val: -6748 
 cnt:2540  val: -6988 
 cnt:2541  val: -7068 
 cnt:2542  val: -7340 
 cnt:2543  val: -7348 
 cnt:2544  val: -7484 
 cnt:2545  val: -7988 
 cnt:2546  val: -7580 
 cnt:2547  val: -7620 
 cnt:2548  val: -8000 
 cnt:2549  val: -8000 
 cnt:2550  val: -8000 
 cnt:2551  val: -8000 
 cnt:2552  val: -8000 
 cnt:2553  val: -8000 
 cnt:2554  val: -7980 
 cnt:2555  val: -7460 
 cnt:2556  val: -7740 
 cnt:2557  val: -7460 
 cnt:2558  val: -7320 
 cnt:2559  val: -7008 
 cnt:2560  val: -7008 
 cnt:2561  val: -7008 
 cnt:2562  val: -6852 
 cnt:2563  val: -6676 
 cnt:2564  val: -6256 
 cnt:2565  val: -6544 
 cnt:2566  val: -6236 
 cnt:2567  val: -6004 
 cnt:2568  val: -5996 
 cnt:2569  val: -6004 
 cnt:2570  val: -5996 
 cnt:2571  val: -6004 
 cnt:2572  val: -5996 
 cnt:2573  val: -6076 
 cnt:2574  val: -6592 
 cnt:2575  val: -6136 
 cnt:2576  val: -6152 
 cnt:2577  val: -6664 
 cnt:2578  val: -6668 
 cnt:2579  val: -6748 
 cnt:2580  val: -6988 
 cnt:2581  val: -7068 
 cnt:2582  val: -7340 
 cnt:2583  val: -7348 
 cnt:2584  val: -7484 
 cnt:2585  val: -7988 
 cnt:2586  val: -7580 
 cnt:2587  val: -7620 
 cnt:2588  val: -8000 
 cnt:2589  val: -8000 
 cnt:2590  val: -8000 
 cnt:2591  val: -8000 
 cnt:2592  val: -8000 
 cnt:2593  val: -8000 
 cnt:2594  val: -7980 
 cnt:2595  val: -7460 
 cnt:2596  val: -7740 
 cnt:2597  val: -7460 
 cnt:2598  val: -7320 
 cnt:2599  val: -7008 
 cnt:2600  val: -7008 
 cnt:2601  val: -7008 
 cnt:2602  val: -6852 
 cnt:2603  val: -6676 
 cnt:2604  val: -6256 
 cnt:2605  val: -6544 
 cnt:2606  val: -6236 
 cnt:2607  val: -6004 
 cnt:2608  val: -5996 
 cnt:2609  val: -6004 
 cnt:2610  val: -5996 
 cnt:2611  val: -6004 
 cnt:2612  val: -5996 
 cnt:2613  val: -6076 
 cnt:2614  val: -6592 
 cnt:2615  val: -6136 
 cnt:2616  val: -6152 
 cnt:2617  val: -6664 
 cnt:2618  val: -6668 
 cnt:2619  val: -6748 
 cnt:2620  val: -6988 
 cnt:2621  val: -7068 
 cnt:2622  val: -7340 
 cnt:2623  val: -7348 
 cnt:2624  val: -7484 
 cnt:2625  val: -7988 
 cnt:2626  val: -7580 
 cnt:2627  val: -7620 
 cnt:2628  val: -8000 
 cnt:2629  val: -8000 
 cnt:2630  val: -8000 
 cnt:2631  val: -8000 
 cnt:2632  val: -8000 
 cnt:2633  val: -8000 
 cnt:2634  val: -7980 
 cnt:2635  val: -7460 
 cnt:2636  val: -7740 
 cnt:2637  val: -7460 
 cnt:2638  val: -7320 
 cnt:2639  val: -7008 
 cnt:2640  val: -7008 
 cnt:2641  val: -7008 
 cnt:2642  val: -6852 
 cnt:2643  val: -6676 
 cnt:2644  val: -6256 
 cnt:2645  val: -6544 
 cnt:2646  val: -6236 
 cnt:2647  val: -6004 
 cnt:2648  val: -5996 
 cnt:2649  val: -6004 
 cnt:2650  val: -5996 
 cnt:2651  val: -6004 
 cnt:2652  val: -5996 
 cnt:2653  val: -6076 
 cnt:2654  val: -6592 
 cnt:2655  val: -6136 
 cnt:2656  val: -6152 
 cnt:2657  val: -6664 
 cnt:2658  val: -6668 
 cnt:2659  val: -6748 
 cnt:2660  val: -6988 
 cnt:2661  val: -7068 
 cnt:2662  val: -7340 
 cnt:2663  val: -7348 
 cnt:2664  val: -7484 
 cnt:2665  val: -7988 
 cnt:2666  val: -7580 
 cnt:2667  val: -7620 
 cnt:2668  val: -8000 
 cnt:2669  val: -8000 
 cnt:2670  val: -8000 
 cnt:2671  val: -8000 
 cnt:2672  val: -8000 
 cnt:2673  val: -8000 
 cnt:2674  val: -7980 
 cnt:2675  val: -7460 
 cnt:2676  val: -7740 
 cnt:2677  val: -7460 
 cnt:2678  val: -7320 
 cnt:2679  val: -7008 
 cnt:2680  val: -7008 
 cnt:2681  val: -7008 
 cnt:2682  val: -6852 
 cnt:2683  val: -6676 
 cnt:2684  val: -6256 
 cnt:2685  val: -6544 
 cnt:2686  val: -6236 
 cnt:2687  val: -6004 
 cnt:2688  val: -5996 
 cnt:2689  val: -6004 
 cnt:2690  val: -5996 
 cnt:2691  val: -6004 
 cnt:2692  val: -5996 
 cnt:2693  val: -6076 
 cnt:2694  val: -6592 
 cnt:2695  val: -6136 
 cnt:2696  val: -6152 
 cnt:2697  val: -6664 
 cnt:2698  val: -6668 
 cnt:2699  val: -6748 
 cnt:2700  val: -6988 
 cnt:2701  val: -7068 
 cnt:2702  val: -7340 
 cnt:2703  val: -7348 
 cnt:2704  val: -7484 
 cnt:2705  val: -7988 
 cnt:2706  val: -7580 
 cnt:2707  val: -7620 
 cnt:2708  val: -8000 
 cnt:2709  val: -8000 
 cnt:2710  val: -8000 
 cnt:2711  val: -8000 
 cnt:2712  val: -8000 
 cnt:2713  val: -8000 
 cnt:2714  val: -7980 
 cnt:2715  val: -7460 
 cnt:2716  val: -7740 
 cnt:2717  val: -7460 
 cnt:2718  val: -7320 
 cnt:2719  val: -7008 
 cnt:2720  val: -7008 
 cnt:2721  val: -7008 
 cnt:2722  val: -6852 
 cnt:2723  val: -6676 
 cnt:2724  val: -6256 
 cnt:2725  val: -6544 
 cnt:2726  val: -6236 
 cnt:2727  val: -6004 
 cnt:2728  val: -5996 
 cnt:2729  val: -6004 
 cnt:2730  val: -5996 
 cnt:2731  val: -6004 
 cnt:2732  val: -5996 
 cnt:2733  val: -6076 
 cnt:2734  val: -6592 
 cnt:2735  val: -6136 
 cnt:2736  val: -6152 
 cnt:2737  val: -6664 
 cnt:2738  val: -6668 
 cnt:2739  val: -6748 
 cnt:2740  val: -6988 
 cnt:2741  val: -7068 
 cnt:2742  val: -7340 
 cnt:2743  val: -7348 
 cnt:2744  val: -7484 
 cnt:2745  val: -7988 
 cnt:2746  val: -7580 
 cnt:2747  val: -7620 
 cnt:2748  val: -8000 
 cnt:2749  val: -8000 
 cnt:2750  val: -8000 
 cnt:2751  val: -8000 
 cnt:2752  val: -8000 
 cnt:2753  val: -8000 
 cnt:2754  val: -7980 
 cnt:2755  val: -7460 
 cnt:2756  val: -7740 
 cnt:2757  val: -7460 
 cnt:2758  val: -7320 
 cnt:2759  val: -7008 
 cnt:2760  val: -7008 
 cnt:2761  val: -7008 
 cnt:2762  val: -6852 
 cnt:2763  val: -6676 
 cnt:2764  val: -6256 
 cnt:2765  val: -6544 
 cnt:2766  val: -6236 
 cnt:2767  val: -6004 
 cnt:2768  val: -5996 
 cnt:2769  val: -6004 
 cnt:2770  val: -5996 
 cnt:2771  val: -6004 
 cnt:2772  val: -5996 
 cnt:2773  val: -6076 
 cnt:2774  val: -6592 
 cnt:2775  val: -6136 
 cnt:2776  val: -6152 
 cnt:2777  val: -6664 
 cnt:2778  val: -6668 
 cnt:2779  val: -6748 
 cnt:2780  val: -6988 
 cnt:2781  val: -7068 
 cnt:2782  val: -7340 
 cnt:2783  val: -7348 
 cnt:2784  val: -7484 
 cnt:2785  val: -7988 
 cnt:2786  val: -7580 
 cnt:2787  val: -7620 
 cnt:2788  val: -8000 
 cnt:2789  val: -8000 
 cnt:2790  val: -8000 
 cnt:2791  val: -8000 
 cnt:2792  val: -8000 
 cnt:2793  val: -8000 
 cnt:2794  val: -7980 
 cnt:2795  val: -7460 
 cnt:2796  val: -7740 
 cnt:2797  val: -7460 
 cnt:2798  val: -7320 
 cnt:2799  val: -7008 
 cnt:2800  val: -7008 
 cnt:2801  val: -7008 
 cnt:2802  val: -6852 
 cnt:2803  val: -6676 
 cnt:2804  val: -6256 
 cnt:2805  val: -6544 
 cnt:2806  val: -6236 
 cnt:2807  val: -6004 
 cnt:2808  val: -5996 
 cnt:2809  val: -6004 
 cnt:2810  val: -5996 
 cnt:2811  val: -6004 
 cnt:2812  val: -5996 
 cnt:2813  val: -6076 
 cnt:2814  val: -6592 
 cnt:2815  val: -6136 
 cnt:2816  val: -6152 
 cnt:2817  val: -6664 
 cnt:2818  val: -6668 
 cnt:2819  val: -6748 
 cnt:2820  val: -6988 
 cnt:2821  val: -7068 
 cnt:2822  val: -7340 
 cnt:2823  val: -7348 
 cnt:2824  val: -7484 
 cnt:2825  val: -7988 
 cnt:2826  val: -7580 
 cnt:2827  val: -7620 
 cnt:2828  val: -8000 
 cnt:2829  val: -8000 
 cnt:2830  val: -8000 
 cnt:2831  val: -8000 
 cnt:2832  val: -8000 
 cnt:2833  val: -8000 
 cnt:2834  val: -7980 
 cnt:2835  val: -7460 
 cnt:2836  val: -7740 
 cnt:2837  val: -7460 
 cnt:2838  val: -7320 
 cnt:2839  val: -7008 
 cnt:2840  val: -7008 
 cnt:2841  val: -7008 
 cnt:2842  val: -6852 
 cnt:2843  val: -6676 
 cnt:2844  val: -6256 
 cnt:2845  val: -6544 
 cnt:2846  val: -6236 
 cnt:2847  val: -6004 
 cnt:2848  val: -5996 
 cnt:2849  val: -6004 
 cnt:2850  val: -5996 
 cnt:2851  val: -6004 
 cnt:2852  val: -5996 
 cnt:2853  val: -6076 
 cnt:2854  val: -6592 
 cnt:2855  val: -6136 
 cnt:2856  val: -6152 
 cnt:2857  val: -6664 
 cnt:2858  val: -6668 
